OrderID,OrderDate,UnitCost,Price,OrderQty,CostofSales,Sales,Profit,Channel,PromotionName,ProductName,Manufacturer,ProductSubCategory,ProductCategory,Region,City,Country
657,07-10-2017,87.93825523,219,20,1758.765105,4380,2621.234895,Online,No Discount,Contoso DVD Recorder L210 Silver,"Contoso, Ltd",Movie DVD,"Music, Movies and Audio Books",Asia,Beijing,China
7059,08-10-2017,104.5067641,186.9,13,1358.587934,2345.595,987.0070662,Online,Asian Holiday Promotion,A. Datum Bridge Digital Camera M300 Orange,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,Asia,Beijing,China
969,09-10-2017,10.49282353,99.99,12,125.9138824,1159.884,1033.970118,Online,Asian Summer Promotion,NT Wireless Bluetooth Stereo Headphones M402 Purple,Northwind Traders,Bluetooth Headphones,Audio,Asia,Beijing,China
7061,10-10-2017,40.24628025,69,36,1448.866089,2373.6,924.7339112,Online,Asian Spring Promotion,Proseware CRT19 E201 White,"Proseware, Inc.",Monitors,Computers,Asia,Beijing,China
7740,11-10-2017,39.82159101,299.9,25,995.5397752,7497.5,6501.960225,Online,No Discount,Litware Home Theater System 2.1 Channel E212 Brown,"Litware, Inc.",Home Theater System,TV and Video,Asia,Beijing,China
7605,12-10-2017,2.889431582,186.9,10,28.89431582,1869,1840.105684,Online,No Discount,A. Datum Bridge Digital Camera M300 Green,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,Asia,Beijing,China
7069,13-10-2017,34.37380511,129,6,206.2428306,735.3,529.0571694,Online,Asian Holiday Promotion,WWI LCD17W E200 White,Wide World Importers,Monitors,Computers,Asia,Beijing,China
1755,14-10-2017,63.75475789,67.4,4,255.0190315,215.68,-39.33903155,Online,Asian Spring Promotion,WWI Stereo Bluetooth Headphones E1000 Green,Wide World Importers,Bluetooth Headphones,Audio,Asia,Beijing,China
7119,15-10-2017,0.522103372,343,9,4.698930346,3018.4,3013.70107,Store,North America Spring Promotion,Contoso SLR Camera M145 Blue,"Contoso, Ltd",Digital SLR Cameras,Cameras and camcorders ,North America,Yakima,United States
689,16-10-2017,234.086252,304,12,2809.035024,3562.88,753.8449757,Store,European Spring Promotion,Contoso SLR Camera M143 Grey,"Contoso, Ltd",Digital SLR Cameras,Cameras and camcorders ,Europe,Cheshire,United Kingdom
7015,17-10-2017,68.03647475,102,8,544.291798,754.8,210.508202,Store,European Holiday Promotion,Proseware Photo Inkjet Printer E290 Green,"Proseware, Inc.","Printers, Scanners & Fax",Computers,Europe,Cheshire,United Kingdom
7020,18-10-2017,17.42997532,31,12,209.1597038,372,162.8402962,Store,European Spring Promotion,Contoso Integrated Business Phone L08 White,"Contoso, Ltd",Home & Office Phones,Cell phones,Europe,Cheshire,United Kingdom
698,19-10-2017,241.9087418,304,20,4838.174835,6080,1241.825165,Store,No Discount,Contoso SLR Camera M143 Grey,"Contoso, Ltd",Digital SLR Cameras,Cameras and camcorders ,North America,Cle Elum,United States
7043,20-10-2017,183.6928528,269.9,15,2755.392792,4048.5,1293.107208,Store,No Discount,WWI Desktop PC1.80 E1801 Black,Wide World Importers,Desktops,Computers,North America,Westminster,Canada
7080,21-10-2017,359.5164091,627,13,4673.713319,7900.2,3226.486681,Store,North America Holiday Promotion,Fabrikam SLR Camera X149 Blue,"Fabrikam, Inc.",Digital SLR Cameras,Cameras and camcorders ,North America,Pittsfield,United States
7052,22-10-2017,23.69617072,26.9,5,118.4808536,134.5,16.01914641,Store,No Discount,Contoso Bright Light battery E20 Pink,"Contoso, Ltd",Computers Accessories,Computers,North America,Pittsfield,United States
7022,23-10-2017,144.8171693,199.95,13,1882.623201,2519.37,636.746799,Store,North America Holiday Promotion,WWI 2GB Pulse Smart pen M100 Silver,Wide World Importers,Recording Pen,Audio,North America,Baytown,United States
1260,24-10-2017,1.881348939,12.99,5,9.406744693,64.95,55.54325531,Online,No Discount,Contoso 512MB MP3 Player E51 Silver,"Contoso, Ltd",MP4&MP3,Audio,Europe,Berlin,Germany
7084,25-10-2017,206.3866155,409,10,2063.866155,4090,2026.133845,Online,No Discount,Contoso Home Theater System 4.1 Channel M1400 Brown,"Contoso, Ltd",Home Theater System,TV and Video,Europe,Berlin,Germany
7728,26-10-2017,128.7334595,169.99,9,1158.601135,1478.913,320.3118649,Online,European Back-to-Scholl Promotion,"Adventure Works 20"" CRT TV E15 White",Adventure Works,Televisions,TV and Video,Europe,Berlin,Germany
416,27-10-2017,152.4262732,310,16,2438.82037,4836,2397.17963,Online,European Holiday Promotion,The Phone Company Smart phones Unlocked International M800 Gold,The Phone Company,Smart phones & PDAs ,Cell phones,Europe,Berlin,Germany
273,28-10-2017,39.63631903,77.68,8,317.0905522,574.832,257.7414478,Online,European Holiday Promotion,Contoso 4GB Flash MP3 Player E401 Blue,"Contoso, Ltd",MP4&MP3,Audio,Europe,Berlin,Germany
837,29-10-2017,51.04446149,95.95,10,510.4446149,959.5,449.0553851,Online,No Discount,Contoso 4GB Portable MP3 Player M450 Black,"Contoso, Ltd",MP4&MP3,Audio,Europe,Berlin,Germany
407,30-10-2017,203.7160035,232,16,3259.456056,3433.6,174.1439437,Online,European Holiday Promotion,Contoso 16GB New Generation MP5 Player M1650 Silver,"Contoso, Ltd",MP4&MP3,Audio,Europe,Berlin,Germany
6990,31-10-2017,9.367645808,44,32,299.7646659,1372.8,1073.035334,Online,European Holiday Promotion,SV Keyboard E10 Grey,Southridge Video,Computers Accessories,Computers,Europe,Berlin,Germany
7339,01-11-2017,125.1350037,232,16,2002.160059,3526.4,1524.239941,Online,European Holiday Promotion,Contoso 16GB New Generation MP5 Player M1650 White,"Contoso, Ltd",MP4&MP3,Audio,Europe,Berlin,Germany
161,02-11-2017,41.95297425,47.95,24,1006.871382,1150.8,143.9286181,Online,European Spring Promotion,NT Wireless Bluetooth Stereo Headphones E102 Silver,Northwind Traders,Bluetooth Headphones,Audio,Europe,Berlin,Germany
7045,03-11-2017,12.93584514,69,8,103.4867611,455.4,351.9132389,Online,European Holiday Promotion,Adventure Works CRT19 E10 Black,Adventure Works,Monitors,Computers,Europe,Berlin,Germany
840,04-11-2017,165.8605344,165,8,1326.884275,1287,-39.88427498,Online,European Holiday Promotion,Fabrikam Social Videographer 1/3'' 8.5mm E200 Black,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,Europe,Berlin,Germany
7410,05-11-2017,21.74167523,249.99,9,195.6750771,2199.912,2004.236923,Online,European Back-to-Scholl Promotion,WWI Wireless Transmitter and Bluetooth Headphones X250 Blue,Wide World Importers,Bluetooth Headphones,Audio,Europe,Berlin,Germany
7280,06-11-2017,43.48670854,199.95,9,391.3803768,1769.5575,1378.177123,Store,North America Spring Promotion,WWI 2GB Pulse Smart pen M100 Blue,Wide World Importers,Recording Pen,Audio,Europe,Cambridge,United Kingdom
7682,07-11-2017,5.100710544,14.52,5,25.50355272,72.6,47.09644728,Store,No Discount,Contoso 1G MP3 Player E100 White,"Contoso, Ltd",MP4&MP3,Audio,Asia,Ashgabat,Turkmenistan
1472,08-11-2017,33.54722946,1600,13,436.113983,20080,19643.88602,Store,Asian Holiday Promotion,Fabrikam Independent Filmmaker 1'' 25mm X400 Grey,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,Asia,Ashgabat,Turkmenistan
931,09-11-2017,6.651236879,21.57,12,79.81484255,258.84,179.0251575,Reseller,North America Back-to-School Promotion,Contoso 2G MP3 Player E200 Silver,"Contoso, Ltd",MP4&MP3,Audio,North America,Seattle,United States
680,10-11-2017,13.25229733,21.57,20,265.0459465,431.4,166.3540535,Reseller,No Discount,Contoso 2G MP3 Player E200 Black,"Contoso, Ltd",MP4&MP3,Audio,North America,Seattle,United States
7374,11-11-2017,12.58895676,699,13,163.6564378,8947.2,8783.543562,Reseller,North America Holiday Promotion,Adventure Works Laptop15 M1501 Red,Adventure Works,Laptops,Computers,North America,Seattle,United States
329,12-11-2017,123.546936,229,12,1482.563232,2748,1265.436768,Reseller,North America Back-to-School Promotion,Proseware Professional Quality Plain-Paper Fax and Copier X100 Grey,"Proseware, Inc.","Printers, Scanners & Fax",Computers,North America,Seattle,United States
1501,13-11-2017,53.91874622,77.68,12,647.0249546,932.16,285.1350454,Reseller,North America Back-to-School Promotion,Contoso 4GB Flash MP3 Player E401 White,"Contoso, Ltd",MP4&MP3,Audio,North America,Seattle,United States
7327,14-11-2017,482.4752869,599,13,6272.178729,7667.2,1395.021271,Reseller,North America Holiday Promotion,Litware Home Theater System 5.1 Channel M514 Silver,"Litware, Inc.",Home Theater System,TV and Video,North America,Seattle,United States
6983,15-11-2017,93.62112684,134,24,2246.907044,3175.8,928.8929558,Reseller,North America Back-to-School Promotion,Contoso 8GB MP3 Player new model M820 Black,"Contoso, Ltd",MP4&MP3,Audio,North America,Seattle,United States
7088,16-11-2017,27.11312269,499.9,24,650.7149445,11847.63,11196.91506,Reseller,North America Back-to-School Promotion,Adventure Works Desktop PC1.80 ED182 White,Adventure Works,Desktops,Computers,North America,Seattle,United States
890,17-11-2017,278.8407935,499.9,72,20076.53713,35642.87,15566.33287,Reseller,North America Back-to-School Promotion,Adventure Works Desktop PC1.80 ED182 White,Adventure Works,Desktops,Computers,North America,Seattle,United States
7109,18-11-2017,78.63610848,326,18,1415.449953,5802.8,4387.350047,Reseller,North America Spring Promotion,Proseware Laptop8.9 E089 Black,"Proseware, Inc.",Laptops,Computers,North America,Seattle,United States
939,19-11-2017,117.2014532,255,10,1172.014532,2550,1377.985468,Reseller,No Discount,Contoso 32GB Video MP3 Player M3200 Pink,"Contoso, Ltd",MP4&MP3,Audio,North America,Seattle,United States
7338,20-11-2017,93.34483525,95.95,20,1866.896705,1919,52.1032951,Reseller,No Discount,Contoso 4GB Portable MP3 Player M450 White,"Contoso, Ltd",MP4&MP3,Audio,North America,Seattle,United States
1337,21-11-2017,91.97773728,290,9,827.7996355,2610,1782.200364,Reseller,North America Spring Promotion,A. Datum Super-zoom Digital Camera X300 Azure,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,North America,Seattle,United States
7261,22-11-2017,6.237934042,25.69,18,112.2828128,447.006,334.7231872,Reseller,North America Back-to-School Promotion,NT Bluetooth Stereo Headphones E52 Blue,Northwind Traders,Bluetooth Headphones,Audio,North America,Seattle,United States
722,23-11-2017,4.662325784,4.74,120,559.4790941,567.852,8.372905864,Reseller,North America Holiday Promotion,Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 White,"Contoso, Ltd",Cell phones Accessories,Cell phones,North America,Seattle,United States
7073,24-11-2017,0.079044671,109.99,18,1.422804077,1974.3205,1972.897696,Reseller,North America Spring Promotion,SV DVD 7-Inch Player Portable E200 White,Southridge Video,Movie DVD,"Music, Movies and Audio Books",North America,Seattle,United States
995,25-11-2017,85.63653707,115,18,1541.457667,2035.5,494.0423328,Reseller,North America Spring Promotion,WWI Wireless Bluetooth Stereo Headphones M270 Silver,Wide World Importers,Bluetooth Headphones,Audio,North America,Seattle,United States
1259,26-11-2017,33.59423366,115,10,335.9423366,1150,814.0576634,Reseller,No Discount,WWI Wireless Bluetooth Stereo Headphones M270 White,Wide World Importers,Bluetooth Headphones,Audio,North America,Seattle,United States
374,27-11-2017,13.95447219,21.57,20,279.0894438,431.4,152.3105562,Online,No Discount,Contoso 2G MP3 Player E200 Red,"Contoso, Ltd",MP4&MP3,Audio,North America,Bethesda,United States
7101,28-11-2017,529.7102288,1580,30,15891.30686,47400,31508.69314,Online,No Discount,Fabrikam Independent filmmaker 1/2'' 3mm X300 White,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,Bethesda,United States
1147,29-11-2017,68.84563964,310,9,619.6107568,2728,2108.389243,Online,North America Spring Promotion,The Phone Company Smart phones Unlocked International M800 Gold,The Phone Company,Smart phones & PDAs ,Cell phones,North America,Bethesda,United States
1344,30-11-2017,68.53749817,109.95,9,616.8374835,978.555,361.7175165,Online,North America Spring Promotion,Contoso 8GB Super-Slim MP3/Video Player M800 Red,"Contoso, Ltd",MP4&MP3,Audio,North America,Bethesda,United States
7095,01-12-2017,169.9818294,229.9,96,16318.25562,21886.48,5568.224381,Online,North America Back-to-School Promotion,WWI Desktop PC1.80 E1800 White,Wide World Importers,Desktops,Computers,North America,Bethesda,United States
1051,02-12-2017,33.15829832,134,13,431.0578782,1715.2,1284.142122,Online,North America Holiday Promotion,Contoso 8GB MP3 Player new model M820 Yellow,"Contoso, Ltd",MP4&MP3,Audio,North America,Bethesda,United States
7111,03-12-2017,9.437311288,11.5,9,84.9358016,103.5,18.5641984,Online,North America Spring Promotion,Contoso Desktop Alternative Bundle E200 Black,"Contoso, Ltd",Computers Accessories,Computers,North America,Bethesda,United States
7221,04-12-2017,252.4239661,326,26,6563.023119,7954.4,1391.376881,Online,North America Holiday Promotion,Proseware Laptop8.9 E089 Black,"Proseware, Inc.",Laptops,Computers,North America,Bethesda,United States
552,05-12-2017,323.5690868,326,13,4206.398128,3977.2,-229.1981282,Online,North America Holiday Promotion,Proseware Laptop8.9 E089 Black,"Proseware, Inc.",Laptops,Computers,North America,Bethesda,United States
7550,06-12-2017,50.34247337,290,30,1510.274201,8700,7189.725799,Online,No Discount,A. Datum Super-zoom Digital Camera X300 Azure,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,North America,Bethesda,United States
6999,07-12-2017,75.69830335,188,12,908.3796402,2199.6,1291.22036,Online,North America Back-to-School Promotion,"Fabrikam Social Videographer 1"" 25mm E400 Blue","Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,Bethesda,United States
7003,08-12-2017,57.50595119,139,10,575.0595119,1390,814.9404881,Online,No Discount,Contoso Screen 85in E085 Black,"Contoso, Ltd",Projectors & Screens,Computers,North America,Bethesda,United States
7008,09-12-2017,20.67950403,39.99,18,372.2310726,709.8225,337.5914274,Online,North America Spring Promotion,Contoso Electronic Private Automatic Branch Exchange M90 Black,"Contoso, Ltd",Home & Office Phones,Cell phones,North America,Bethesda,United States
7016,10-12-2017,77.34140494,259,52,4021.753057,13416.2,9394.446943,Online,North America Holiday Promotion,SV Car Video TFT6.2W E6281 Silver,Southridge Video,Car Video,TV and Video,North America,Bethesda,United States
1518,11-12-2017,35.21344421,47.95,10,352.1344421,479.5,127.3655579,Online,No Discount,NT Wireless Bluetooth Stereo Headphones E102 Black,Northwind Traders,Bluetooth Headphones,Audio,North America,Bethesda,United States
61,12-12-2017,101.8589365,269.9,12,1222.307239,3225.305,2002.997761,Online,North America Spring Promotion,WWI Desktop PC1.80 E1801 Black,Wide World Importers,Desktops,Computers,North America,Bethesda,United States
7057,13-12-2017,126.0605019,219,26,3277.573049,5431.2,2153.626951,Online,North America Holiday Promotion,Contoso DVD Recorder L210 Silver,"Contoso, Ltd",Movie DVD,"Music, Movies and Audio Books",North America,Bethesda,United States
1588,14-12-2017,57.58531225,149.99,10,575.8531225,1499.9,924.0468775,Online,No Discount,NT Wireless Transmitter and Bluetooth Headphones M150 Black,Northwind Traders,Bluetooth Headphones,Audio,North America,Bethesda,United States
1142,15-12-2017,74.89891042,149.99,20,1497.978208,2999.8,1501.821792,Online,No Discount,NT Wireless Transmitter and Bluetooth Headphones M150 Silver,Northwind Traders,Bluetooth Headphones,Audio,North America,Bethesda,United States
7517,16-12-2017,92.91689467,299.9,5,464.5844734,1499.5,1034.915527,Online,No Discount,Litware Home Theater System 2.1 Channel E212 Brown,"Litware, Inc.",Home Theater System,TV and Video,North America,Bethesda,United States
1707,17-12-2017,49.55953071,109.99,12,594.7143685,1286.883,692.1686315,Online,North America Back-to-School Promotion,SV DVD 7-Inch Player Portable E200 White,Southridge Video,Movie DVD,"Music, Movies and Audio Books",North America,Bethesda,United States
6995,18-12-2017,35.98476064,190,4,143.9390426,760,616.0609574,Store,European Holiday Promotion,Contoso Screen 100in E010 Black,"Contoso, Ltd",Projectors & Screens,Computers,Europe,Leeds,United Kingdom
878,19-12-2017,17.38732085,21.57,12,208.6478503,256.683,48.03514975,Store,North America Back-to-School Promotion,Contoso 2G MP3 Player E200 Red,"Contoso, Ltd",MP4&MP3,Audio,North America,Madison,United States
7030,20-12-2017,2.417236989,21.57,5,12.08618494,107.85,95.76381506,Store,No Discount,Contoso 2G MP3 Player E200 Black,"Contoso, Ltd",MP4&MP3,Audio,North America,Plattsburgh,United States
7036,21-12-2017,141.8744982,369,13,1844.368477,4649.4,2805.031523,Store,North America Holiday Promotion,SV Car Video LCD7 M7002 Black,Southridge Video,Car Video,TV and Video,North America,Plattsburgh,United States
6977,22-12-2017,260.0038933,310,20,5200.077865,6200,999.9221347,Reseller,No Discount,The Phone Company PDA Wifi 3.7-inch M250 White,The Phone Company,Smart phones & PDAs ,Cell phones,Europe,Paris,France
536,23-12-2017,100.8907658,190,24,2421.37838,4560,2138.62162,Reseller,European Spring Promotion,Contoso Screen 100in E010 Black,"Contoso, Ltd",Projectors & Screens,Computers,Europe,Paris,France
347,24-12-2017,122.8126246,149.95,8,982.5009965,1079.64,97.13900347,Reseller,European Holiday Promotion,WWI 1GB Pulse Smart pen E50 Silver,Wide World Importers,Recording Pen,Audio,Europe,Paris,France
7482,25-12-2017,43.74148544,156,18,787.3467378,2776.8,1989.453262,Reseller,European Back-to-Scholl Promotion,WWI 1GB Digital Voice Recorder Pen E100 White,Wide World Importers,Recording Pen,Audio,Europe,Paris,France
7393,26-12-2017,231.3916423,699,9,2082.524781,6221.1,4138.575219,Reseller,European Back-to-Scholl Promotion,WWI Projector 720p LCD56 Black,Wide World Importers,Projectors & Screens,Computers,Europe,Paris,France
7074,27-12-2017,266.9780192,281,6,1601.868115,1626.99,25.12188455,Reseller,European Spring Promotion,A. Datum Consumer Digital Camera E100 Green,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,Europe,Paris,France
7248,28-12-2017,53.35446719,115,9,480.1902047,1012,531.8097953,Reseller,European Back-to-Scholl Promotion,WWI Wireless Bluetooth Stereo Headphones M270 Silver,Wide World Importers,Bluetooth Headphones,Audio,Europe,Paris,France
7443,29-12-2017,283.2016508,310,12,3398.41981,3720,321.5801899,Store,No Discount,The Phone Company PDA Wifi 3.7-inch M250 White,The Phone Company,Smart phones & PDAs ,Cell phones,Asia,Sydney,Australia
7249,30-12-2017,51.79231585,59.99,18,932.2616853,1067.822,135.5603147,Store,European Back-to-Scholl Promotion,Contoso 4G MP3 Player E400 Silver,"Contoso, Ltd",MP4&MP3,Audio,Europe,Ramstein,Germany
543,31-12-2017,65.65384215,95.95,8,525.2307372,690.84,165.6092628,Store,European Holiday Promotion,Contoso 4GB Portable MP3 Player M450 Yellow,"Contoso, Ltd",MP4&MP3,Audio,Europe,Ramstein,Germany
7644,01-01-2018,33.9762466,44,5,169.881233,220,50.11876701,Store,No Discount,SV Keyboard E10 Grey,Southridge Video,Computers Accessories,Computers,Europe,Ramstein,Germany
729,02-01-2018,7.592818287,308,12,91.11381944,3631.32,3540.206181,Store,European Spring Promotion,The Phone Company Touch Screen Phones Capacitive M908 Black,The Phone Company,Touch Screen Phones ,Cell phones,Europe,Ramstein,Germany
7104,03-01-2018,534.6278676,763.51,13,6950.162279,9925.63,2975.467721,Store,Asian Holiday Promotion,"Adventure Works 42"" LCD HDTV M55 Black",Adventure Works,Televisions,TV and Video,Asia,Sydney,Australia
6996,04-01-2018,58.01411779,59.99,10,580.1411779,599.9,19.75882213,Store,No Discount,Contoso 4G MP3 Player E400 Orange,"Contoso, Ltd",MP4&MP3,Audio,North America,Cheney,United States
7078,05-01-2018,57.71963236,75.99,20,1154.392647,1519.8,365.4073527,Store,No Discount,SV 40GB USB2.0 Portable Hard Disk E400 Silver,Southridge Video,Computers Accessories,Computers,Europe,Glasgow,United Kingdom
104,06-01-2018,76.63046961,75.99,18,1379.348453,1367.82,-11.52845298,Store,Asian Spring Promotion,SV 40GB USB2.0 Portable Hard Disk E400 Silver,Southridge Video,Computers Accessories,Computers,Asia,Tehran,Iran
7647,07-01-2018,481.0021325,599,12,5772.02559,7068.2,1296.17441,Store,Asian Summer Promotion,Litware Home Theater System 5.1 Channel M514 Silver,"Litware, Inc.",Home Theater System,TV and Video,Asia,Tehran,Iran
7082,08-01-2018,237.5237647,569,10,2375.237647,5690,3314.762353,Store,No Discount,Litware Home Theater System 5.1 Channel M515 Silver,"Litware, Inc.",Home Theater System,TV and Video,North America,Roanoke,United States
7099,09-01-2018,377.9465287,890,9,3401.518758,8010,4608.481242,Store,North America Spring Promotion,"Fabrikam Business Videographer 1"" 25mm M600 Blue","Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,Calgary,Canada
1127,10-01-2018,51.54742308,59,13,670.1165001,719.8,49.68349991,Store,North America Holiday Promotion,Adventure Works CRT17 E105 White,Adventure Works,Monitors,Computers,North America,Calgary,Canada
126,11-01-2018,122.4227704,409,9,1101.804934,3619.65,2517.845066,Store,North America Spring Promotion,Contoso Home Theater System 4.1 Channel M1400 Brown,"Contoso, Ltd",Home Theater System,TV and Video,North America,Denver,United States
1627,12-01-2018,416.3283622,409,10,4163.283622,4090,-73.28362173,Store,No Discount,Contoso Home Theater System 4.1 Channel M1400 Brown,"Contoso, Ltd",Home Theater System,TV and Video,Europe,Munich,Germany
7001,13-01-2018,19.98062057,159,12,239.7674469,1896.87,1657.102553,Store,European Spring Promotion,"Proseware Color Ink Jet Fax, Copier, Phone M250 Black","Proseware, Inc.","Printers, Scanners & Fax",Computers,Europe,Munich,Germany
1761,14-01-2018,465.2355022,499.9,36,16748.47808,17926.414,1177.935922,Store,European Spring Promotion,Adventure Works Desktop PC1.80 ED182 White,Adventure Works,Desktops,Computers,Europe,Liverpool,United Kingdom
7019,15-01-2018,419.8439915,699,9,3778.595923,6291,2512.404077,Store,European Back-to-Scholl Promotion,Proseware Projector 720p LCD56 White,"Proseware, Inc.",Projectors & Screens,Computers,Europe,Liverpool,United Kingdom
7106,16-01-2018,76.2009309,169.99,5,381.0046545,849.95,468.9453455,Store,No Discount,"Adventure Works 20"" CRT TV E15 White",Adventure Works,Televisions,TV and Video,Asia,Hong Kong,China
7580,17-01-2018,84.28694246,139,9,758.5824822,1244.05,485.4675178,Store,North America Spring Promotion,Contoso Screen 85in E085 Black,"Contoso, Ltd",Projectors & Screens,Computers,North America,Redmond,United States
7337,18-01-2018,46.18642851,169.99,4,184.745714,611.964,427.218286,Reseller,Asian Spring Promotion,"Adventure Works 20"" CRT TV E15 White",Adventure Works,Televisions,TV and Video,Asia,Beijing,China
